Year,Month,Product Name,Supplier,Stock Level,Order Quantity,Demand Level
2023,October,Splitter,Cardcom,164,202,High
2024,September,Modem,Fibertech Inc,135,160,High
2023,November,Multiplexer,Fibertech Inc,411,388,Medium
2024,June,Optical,Cisco,400,321,Medium
2024,November,Modem,Optifibre Co,159,157,Medium
2023,June,Modem,Optifibre Co,191,142,Low
2023,August,Router,Broadcam,273,243,Medium
2023,June,Card,Optifibre Co,317,479,Very High
2024,April,Combiner,Optifibre Co,143,310,Very High
2023,October,Combiner,Broadcam,392,329,Medium
2023,March,Combiner,Bell,107,105,Medium
2023,September,Multiplexer,HP,224,308,Very High
2023,March,Router,Cardcom,320,350,High
2023,May,Optical,Cisco,470,212,Very Low
2024,June,Optical,HP,462,260,Low
2023,March,Modem,Cardcom,431,233,Low
2024,March,Optical,Bell,139,481,Very High
2024,February,Modem,Broadcam,113,181,Very High
2024,July,Multiplexer,Netgear,484,238,Very Low
2024,December,Optical,Broadcam,498,445,Medium
2024,June,Optical,Netgear,286,105,Very Low
2023,July,Optical,Cardcom,456,355,Medium
2023,March,Networking,Optifibre Co,420,384,Medium
2024,September,Modem,HP,442,370,Medium
2024,September,Networking,Fibertech Inc,149,467,Very High
2024,February,Combiner,Optifibre Co,278,370,Very High
2023,March,Card,Cisco,240,377,Very High
2023,February,Combiner,Fibertech Inc,489,413,Medium
2023,July,Modem,Cardcom,180,139,Medium
2024,April,Card,Fibertech Inc,134,382,Very High
2024,September,Combiner,Broadcam,220,346,Very High
2023,December,Combiner,Bell,127,369,Very High
2024,August,Combiner,HP,434,110,Very Low
2023,April,Optical,Netgear,111,397,Very High
2024,March,Switch,Cisco,302,306,High
2024,June,Combiner,Fibertech Inc,215,251,High
2024,March,Multiplexer,Synergy,426,309,Low
2023,May,Splitter,Optifibre Co,317,292,Medium
2024,April,Networking,Fibertech Inc,146,135,Medium
2024,April,Networking,Synergy,178,442,Very High
2024,June,Card,Cisco,479,355,Low
2023,January,Combiner,Broadcam,437,465,High
2023,December,Combiner,Cardcom,115,171,Very High
2023,April,Router,Bell,307,123,Very Low
2023,August,Card,Fibertech Inc,362,199,Low
2023,July,Combiner,Cisco,439,394,Medium
2023,May,Modem,HP,318,134,Very Low
2023,November,Multiplexer,Broadcam,366,486,Very High
2023,August,Switch,Cardcom,381,232,Low
2023,May,Modem,Cardcom,388,214,Low
2023,February,Switch,Broadcam,110,397,Very High
2024,January,Networking,Optifibre Co,418,416,Medium
2024,March,Switch,HP,257,234,Medium
2023,June,Modem,Bell,286,118,Very Low
2024,January,Splitter,Cardcom,159,296,Very High
2023,February,Splitter,Cisco,352,302,Medium
2023,January,Switch,HP,426,417,Medium
2024,January,Card,Netgear,428,197,Very Low
2023,May,Router,Cardcom,315,476,Very High
2024,March,Multiplexer,Bell,275,147,Low
2024,November,Splitter,Broadcam,245,242,Medium
2023,December,Multiplexer,Fibertech Inc,316,113,Very Low
2024,January,Card,Bell,446,290,Low
2024,September,Router,Fibertech Inc,488,225,Very Low
2023,November,Card,Cardcom,115,126,High
2024,October,Combiner,Broadcam,226,385,Very High
2023,August,Card,Fibertech Inc,319,232,Low
2023,February,Card,Optifibre Co,464,436,Medium
2024,March,Card,Synergy,277,465,Very High
2023,August,Optical,Broadcam,252,445,Very High
2023,November,Networking,Netgear,363,167,Very Low
2023,September,Router,Broadcam,270,411,Very High
2024,October,Card,Optifibre Co,384,336,Medium
2024,April,Multiplexer,Bell,320,309,Medium
2023,March,Multiplexer,HP,227,212,Medium
2024,April,Multiplexer,Netgear,323,464,Very High
2024,January,Networking,Cisco,248,262,High
2023,November,Combiner,Bell,496,275,Low
2024,May,Switch,Optifibre Co,125,384,Very High
2023,February,Networking,Optifibre Co,276,415,Very High
2023,December,Networking,Optifibre Co,252,312,High
2023,July,Splitter,Cisco,378,398,High
2023,March,Switch,Cardcom,338,483,Very High
2023,November,Multiplexer,Netgear,169,238,Very High
2024,March,Router,Fibertech Inc,265,164,Low
2024,October,Multiplexer,Cisco,268,296,High
2023,June,Router,HP,431,235,Low
2024,June,Switch,Cisco,403,320,Medium
2024,September,Switch,Netgear,121,493,Very High
2023,September,Splitter,Optifibre Co,391,122,Very Low
2024,May,Splitter,Bell,333,220,Low
2023,September,Combiner,HP,200,211,High
2023,August,Card,Cisco,284,342,High
2024,February,Networking,Fibertech Inc,163,101,Low
2024,November,Optical,Netgear,363,423,High
2023,October,Card,Broadcam,347,322,Medium
2023,January,Networking,HP,402,378,Medium
2024,April,Switch,Broadcam,255,475,Very High
2024,June,Switch,Synergy,345,305,Medium
2023,May,Combiner,Cardcom,481,225,Very Low
2024,January,Optical,Broadcam,400,357,Medium
2023,February,Optical,HP,239,473,Very High
2023,March,Splitter,Netgear,303,318,High
2023,January,Modem,Synergy,380,433,High
2024,July,Optical,Optifibre Co,246,218,Medium
2023,October,Modem,Synergy,155,158,High
2024,June,Router,Cisco,185,223,High
2023,October,Modem,HP,180,346,Very High
2023,January,Card,Bell,276,371,Very High
2024,July,Combiner,Bell,457,303,Low
2024,October,Splitter,Cardcom,383,345,Medium
2023,November,Networking,Optifibre Co,408,155,Very Low
2024,August,Optical,Bell,330,181,Low
2024,September,Switch,Synergy,410,182,Very Low
2023,January,Switch,Cisco,494,324,Low
2023,March,Combiner,Broadcam,451,241,Low
2023,July,Multiplexer,Fibertech Inc,126,213,Very High
2024,March,Optical,Netgear,154,439,Very High
2023,June,Multiplexer,Optifibre Co,132,100,Medium
2024,March,Networking,Synergy,318,473,Very High
2023,September,Optical,Bell,242,443,Very High
2024,December,Optical,Synergy,457,283,Low
2023,December,Networking,Fibertech Inc,243,342,Very High
2024,February,Optical,Synergy,337,186,Low
2023,July,Router,Bell,160,449,Very High
2023,June,Card,HP,486,382,Medium
2023,December,Optical,Netgear,243,252,High
2023,April,Card,Netgear,382,381,Medium
2024,December,Multiplexer,HP,461,354,Medium
2024,July,Router,HP,350,413,High
2024,November,Router,Fibertech Inc,474,124,Very Low
2023,November,Combiner,Synergy,431,383,Medium
2023,September,Splitter,Bell,106,249,Very High
2024,December,Combiner,Netgear,208,447,Very High
2024,March,Splitter,Cardcom,431,310,Low
2024,April,Networking,Netgear,257,196,Medium
2024,October,Optical,Cardcom,110,248,Very High
2023,July,Networking,Netgear,263,404,Very High
2023,May,Modem,Cisco,273,347,Very High
2023,September,Networking,Cisco,232,500,Very High
2023,February,Switch,Bell,276,390,Very High
2023,January,Combiner,Synergy,131,175,Very High
2023,April,Multiplexer,Fibertech Inc,363,110,Very Low
2023,September,Combiner,Synergy,396,447,High
2024,August,Multiplexer,Optifibre Co,275,321,High
2024,November,Splitter,Cisco,301,286,Medium
2023,June,Optical,Broadcam,288,286,Medium
2023,October,Optical,Synergy,413,200,Very Low
2024,October,Router,Netgear,429,397,Medium
2024,November,Modem,Netgear,158,155,Medium
2024,March,Combiner,Bell,308,137,Very Low
2023,October,Combiner,HP,309,371,High
2023,December,Card,HP,239,101,Very Low
2024,February,Card,Broadcam,448,405,Medium
2023,March,Modem,Optifibre Co,387,308,Medium
2024,April,Optical,Cardcom,418,172,Very Low
2024,March,Switch,Cisco,449,347,Medium
2023,February,Card,Broadcam,431,348,Medium
2024,November,Router,Fibertech Inc,398,204,Low
2024,May,Optical,HP,173,369,Very High
2023,December,Switch,Cisco,255,433,Very High
2023,September,Networking,Broadcam,282,137,Very Low
2024,September,Multiplexer,Optifibre Co,367,268,Low
2023,November,Switch,Cisco,298,214,Low
2023,April,Optical,Cisco,244,185,Medium
2023,October,Multiplexer,Netgear,288,185,Low
2023,March,Multiplexer,HP,461,125,Very Low
2023,April,Splitter,Cardcom,480,494,High
2023,February,Switch,Broadcam,180,467,Very High
2023,March,Switch,Optifibre Co,250,465,Very High
2023,November,Card,Cardcom,355,112,Very Low
2024,March,Optical,Cardcom,144,234,Very High
2023,March,Optical,Synergy,119,473,Very High
2023,August,Multiplexer,Bell,120,405,Very High
2023,February,Multiplexer,Netgear,186,170,Medium
2023,October,Modem,Broadcam,260,204,Medium
2023,December,Modem,Broadcam,484,176,Very Low
2023,June,Modem,Cardcom,167,225,Very High
2023,September,Combiner,Cardcom,486,453,Medium
2024,July,Networking,Bell,364,296,Medium
2024,October,Networking,Broadcam,239,164,Low
2023,February,Networking,HP,164,242,Very High
2023,January,Router,Cardcom,111,352,Very High
2024,September,Modem,Optifibre Co,297,372,Very High
2023,September,Optical,HP,386,376,Medium
2023,December,Router,Optifibre Co,162,149,Medium
2024,July,Modem,Netgear,307,413,Very High
2024,July,Switch,Bell,476,148,Very Low
2023,September,Modem,Cisco,226,196,Medium
2024,January,Multiplexer,HP,489,407,Medium
2023,November,Networking,Bell,173,122,Low
2024,February,Modem,Optifibre Co,399,458,High
2024,September,Router,Broadcam,294,466,Very High
2023,December,Multiplexer,HP,450,316,Low
2023,December,Card,Broadcam,438,219,Low
2024,July,Router,Synergy,438,484,High
2023,August,Router,Optifibre Co,377,293,Medium
2023,February,Switch,Fibertech Inc,335,313,Medium
2024,May,Optical,Bell,260,281,High
2024,November,Multiplexer,Fibertech Inc,445,368,Medium
2024,November,Card,Optifibre Co,141,198,Very High
2023,December,Multiplexer,Broadcam,128,254,Very High
2023,November,Modem,Cisco,233,210,Medium
2023,March,Card,Cisco,320,454,Very High
2024,August,Modem,Fibertech Inc,449,487,High
2024,February,Switch,Cisco,358,129,Very Low
2023,February,Combiner,Bell,473,427,Medium
2024,February,Optical,Broadcam,143,278,Very High
2023,June,Combiner,Bell,358,289,Medium
2024,December,Networking,Cisco,276,221,Medium
2024,December,Combiner,HP,328,183,Low
2024,January,Modem,Cisco,171,388,Very High
2023,May,Networking,Fibertech Inc,390,458,High
2023,February,Splitter,Cisco,446,478,High
2024,August,Splitter,Cardcom,256,177,Low
2023,November,Router,Netgear,218,354,Very High
2024,October,Card,Optifibre Co,245,492,Very High
2024,September,Combiner,Synergy,163,399,Very High
2023,April,Combiner,Broadcam,316,273,Medium
2023,July,Switch,Bell,445,294,Low
2023,November,Switch,Optifibre Co,245,110,Very Low
2024,February,Modem,Netgear,212,409,Very High
2023,June,Router,Broadcam,481,328,Low
2024,November,Router,Broadcam,137,382,Very High
2023,January,Combiner,Bell,195,396,Very High
2023,September,Router,Optifibre Co,232,432,Very High
2023,August,Modem,HP,347,362,High
2023,April,Optical,Cisco,224,450,Very High
2024,May,Networking,Cardcom,436,315,Low
2023,July,Multiplexer,Fibertech Inc,443,122,Very Low
2024,April,Networking,HP,384,148,Very Low
2024,September,Optical,Bell,375,273,Low
2024,April,Switch,Optifibre Co,416,378,Medium
2023,February,Switch,Broadcam,445,393,Medium
2024,August,Multiplexer,Bell,194,103,Low
2023,May,Networking,Netgear,371,173,Very Low
2024,December,Networking,Cardcom,372,462,High
2023,March,Combiner,Netgear,233,385,Very High
2024,November,Card,Synergy,233,392,Very High
2023,March,Splitter,Synergy,334,376,High
2024,March,Switch,HP,415,320,Medium
2023,March,Router,Cardcom,154,138,Medium
2024,March,Multiplexer,Netgear,204,144,Low
2023,January,Switch,Bell,220,189,Medium
2023,March,Modem,Cardcom,202,441,Very High
2023,April,Switch,Broadcam,350,461,Very High
2023,December,Card,HP,109,456,Very High
2024,December,Switch,HP,288,218,Medium
2024,July,Switch,Cisco,240,451,Very High
2023,May,Networking,Fibertech Inc,117,411,Very High
2023,December,Combiner,Cisco,443,451,High
2024,March,Card,Netgear,464,192,Very Low
2023,September,Router,Cardcom,259,137,Low
2024,December,Combiner,Optifibre Co,191,226,High
2024,August,Router,Fibertech Inc,412,204,Very Low
2023,August,Combiner,Fibertech Inc,178,109,Low
2023,July,Card,Fibertech Inc,167,396,Very High
2024,January,Card,Bell,215,392,Very High
2024,September,Combiner,HP,455,211,Very Low
2023,December,Card,Fibertech Inc,169,168,Medium
2024,August,Combiner,HP,227,388,Very High
2023,December,Optical,Cardcom,152,213,Very High
2023,October,Optical,Fibertech Inc,101,292,Very High
2023,May,Splitter,Optifibre Co,418,224,Low
2024,September,Optical,Fibertech Inc,256,494,Very High
2023,July,Multiplexer,Synergy,454,227,Low
2023,May,Splitter,Synergy,412,348,Medium
2024,September,Modem,Bell,137,475,Very High
2023,May,Networking,HP,461,335,Low
2024,May,Combiner,Broadcam,437,441,High
2024,June,Splitter,Broadcam,498,499,High
2024,March,Combiner,Cardcom,438,260,Low
2023,March,Card,Cisco,268,463,Very High
2023,April,Card,Bell,483,135,Very Low
2023,July,Splitter,Optifibre Co,314,403,Very High
2023,March,Router,Synergy,330,183,Low
2023,March,Router,Netgear,178,376,Very High
2024,February,Networking,Fibertech Inc,500,176,Very Low
2023,October,Card,Netgear,315,269,Medium
2024,May,Splitter,Optifibre Co,343,105,Very Low
2023,October,Card,Broadcam,471,138,Very Low
2023,November,Splitter,Broadcam,230,180,Medium
2024,May,Combiner,Bell,311,194,Low
2023,May,Networking,Synergy,107,112,High
2023,August,Optical,Netgear,369,267,Low
2023,July,Networking,HP,253,239,Medium
2023,April,Modem,Cisco,301,351,High
2023,September,Multiplexer,Cisco,426,439,High
2023,May,Switch,HP,456,441,Medium
2024,September,Card,Synergy,459,382,Medium
2023,April,Switch,HP,498,348,Low
2024,September,Modem,Cisco,379,322,Medium
2024,November,Multiplexer,Fibertech Inc,295,293,Medium
2023,June,Networking,Optifibre Co,376,178,Very Low
2023,December,Optical,Synergy,190,424,Very High
2024,August,Card,Bell,135,203,Very High
2023,April,Combiner,Bell,106,107,High
2023,January,Modem,Synergy,121,218,Very High
2023,August,Switch,Cardcom,470,216,Very Low
2023,December,Router,HP,459,256,Low
2024,April,Combiner,Synergy,337,290,Medium
2024,February,Optical,Cardcom,305,232,Medium
2023,June,Switch,Broadcam,184,177,Medium
2023,May,Optical,Synergy,109,411,Very High
2023,December,Networking,Optifibre Co,227,456,Very High
2023,March,Splitter,Synergy,380,271,Low
2023,October,Optical,Synergy,152,160,High
2023,November,Switch,Cisco,135,188,Very High
2023,January,Combiner,Cardcom,317,396,High
2024,February,Multiplexer,Broadcam,203,301,Very High
2024,December,Splitter,Fibertech Inc,148,281,Very High
2024,August,Multiplexer,Optifibre Co,237,196,Medium
2023,May,Multiplexer,Optifibre Co,121,455,Very High
2024,November,Combiner,Synergy,291,186,Low
2024,October,Splitter,Optifibre Co,179,352,Very High
2024,February,Multiplexer,Cisco,431,230,Low
2024,February,Combiner,Cisco,465,496,High
2024,March,Optical,Bell,167,363,Very High
2023,December,Multiplexer,Fibertech Inc,449,487,High
2023,May,Splitter,Optifibre Co,280,153,Low
2023,November,Networking,Cardcom,405,163,Very Low
2024,October,Card,Bell,102,259,Very High
2023,August,Splitter,Synergy,323,190,Low
2023,August,Splitter,Cardcom,317,212,Low
2023,June,Switch,Fibertech Inc,311,204,Low
2023,December,Optical,HP,221,456,Very High
2023,October,Router,Optifibre Co,284,180,Low
2023,June,Combiner,Netgear,121,208,Very High
2023,September,Router,Cardcom,464,454,Medium
2024,September,Card,Optifibre Co,404,471,High
2023,November,Multiplexer,Netgear,157,402,Very High
2023,March,Multiplexer,HP,176,114,Low
2023,August,Multiplexer,HP,346,214,Low
2024,November,Multiplexer,Cardcom,150,394,Very High
2024,January,Router,HP,360,105,Very Low
2024,August,Combiner,Bell,169,462,Very High
2023,January,Networking,Cardcom,389,209,Low
2023,September,Optical,Synergy,277,125,Very Low
2024,June,Networking,Fibertech Inc,395,414,High
2024,February,Multiplexer,Broadcam,116,461,Very High
2024,November,Splitter,Cisco,480,258,Low
2024,February,Multiplexer,HP,181,485,Very High
2023,June,Combiner,Optifibre Co,108,433,Very High
2024,February,Switch,Fibertech Inc,490,143,Very Low
2023,June,Modem,Bell,272,431,Very High
2023,March,Card,Fibertech Inc,129,329,Very High
2024,September,Optical,Synergy,256,172,Low
2024,October,Modem,Netgear,206,112,Low
2024,August,Multiplexer,Cisco,204,360,Very High
2023,December,Switch,Cardcom,321,101,Very Low
2023,December,Optical,Bell,125,469,Very High
2023,February,Switch,Bell,418,326,Medium
2023,July,Multiplexer,Broadcam,113,369,Very High
2023,April,Multiplexer,Cardcom,320,168,Low
2023,January,Modem,Fibertech Inc,224,378,Very High
2024,March,Combiner,Synergy,119,207,Very High
2023,September,Optical,Cardcom,399,163,Very Low
2024,September,Modem,Fibertech Inc,148,456,Very High
2024,June,Multiplexer,Optifibre Co,144,382,Very High
2024,May,Combiner,HP,332,443,Very High
2024,May,Optical,Synergy,480,341,Low
2023,June,Combiner,Netgear,239,231,Medium
2024,November,Modem,Synergy,201,102,Low
2023,July,Multiplexer,Fibertech Inc,159,386,Very High
2023,June,Optical,Fibertech Inc,128,404,Very High
2023,September,Combiner,Fibertech Inc,444,352,Medium
2024,January,Switch,Cisco,437,158,Very Low
2023,November,Router,Fibertech Inc,219,263,High
2024,February,Multiplexer,Cardcom,471,428,Medium
2023,February,Optical,Fibertech Inc,370,184,Very Low
2023,January,Networking,Synergy,225,151,Low
2023,June,Modem,Optifibre Co,424,205,Very Low
2023,March,Switch,Synergy,193,369,Very High
2023,March,Splitter,HP,297,223,Medium
2023,December,Splitter,Netgear,362,103,Very Low
2024,July,Networking,Broadcam,301,120,Very Low
2023,April,Router,Bell,494,223,Very Low
2023,January,Switch,Broadcam,372,222,Low
2023,July,Networking,Cardcom,353,111,Very Low
2023,August,Multiplexer,Fibertech Inc,225,366,Very High
2023,February,Networking,Cisco,448,401,Medium
2024,December,Card,HP,306,225,Low
2023,September,Combiner,Cardcom,463,312,Low
2024,March,Modem,Bell,288,350,High
2023,March,Optical,Synergy,276,476,Very High
2023,October,Modem,Cisco,251,126,Low
2023,June,Networking,Cisco,366,343,Medium
2024,February,Networking,Broadcam,205,111,Low
2024,October,Modem,HP,412,402,Medium
2024,February,Switch,Optifibre Co,136,206,Very High
2024,February,Optical,Optifibre Co,461,289,Low
2023,October,Modem,Broadcam,370,321,Medium
2023,December,Card,Fibertech Inc,232,310,Very High
2024,September,Switch,Cardcom,143,353,Very High
2023,July,Networking,Cardcom,476,408,Medium
2024,October,Switch,Netgear,182,185,High
2024,May,Optical,Fibertech Inc,464,354,Medium
2023,June,Splitter,Cisco,346,258,Low
2023,January,Switch,Fibertech Inc,444,437,Medium
2024,October,Switch,Optifibre Co,443,256,Low
2023,October,Switch,HP,376,238,Low
2023,December,Multiplexer,Cisco,278,167,Low
2023,April,Networking,Broadcam,412,172,Very Low
2024,March,Card,Optifibre Co,218,304,Very High
2023,December,Optical,Broadcam,298,431,Very High
2023,August,Switch,Cardcom,148,387,Very High
2024,December,Combiner,Optifibre Co,375,375,High
2024,February,Optical,Optifibre Co,170,402,Very High
2024,December,Modem,Cisco,489,120,Very Low
2024,June,Multiplexer,HP,466,183,Very Low
2023,March,Combiner,Cisco,323,251,Medium
2024,August,Modem,Netgear,336,442,Very High
2024,September,Multiplexer,HP,445,153,Very Low
2023,June,Networking,Synergy,433,303,Low
2024,December,Switch,Netgear,300,189,Low
2024,August,Modem,Fibertech Inc,255,473,Very High
2023,September,Card,Fibertech Inc,279,359,Very High
2023,March,Card,HP,452,395,Medium
2024,February,Networking,Synergy,122,191,Very High
2024,December,Combiner,Netgear,106,415,Very High
2024,July,Networking,Fibertech Inc,455,119,Very Low
2023,September,Card,HP,347,289,Medium
2023,March,Router,Cardcom,188,437,Very High
2023,March,Splitter,Synergy,148,486,Very High
2024,March,Optical,Bell,238,395,Very High
2024,December,Splitter,Optifibre Co,447,295,Low
2024,April,Optical,Optifibre Co,359,161,Very Low
2023,April,Splitter,Fibertech Inc,287,442,Very High
2023,May,Modem,Bell,142,452,Very High
2023,February,Card,Fibertech Inc,137,433,Very High
2024,July,Splitter,Optifibre Co,126,278,Very High
2023,August,Optical,Synergy,431,112,Very Low
2024,December,Multiplexer,Fibertech Inc,459,138,Very Low
2024,September,Networking,Cisco,245,167,Low
2023,April,Router,Optifibre Co,264,273,High
2023,April,Card,Optifibre Co,317,369,High
2024,October,Modem,Cisco,482,321,Low
2023,May,Switch,Fibertech Inc,167,331,Very High
2024,November,Networking,HP,418,377,Medium
2024,April,Optical,Broadcam,326,238,Low
2023,February,Modem,Optifibre Co,394,326,Medium
2023,September,Switch,Optifibre Co,113,222,Very High
2024,October,Optical,Optifibre Co,476,228,Very Low
2023,December,Router,Netgear,221,381,Very High
2024,January,Multiplexer,Broadcam,407,194,Very Low
2023,June,Router,Netgear,317,114,Very Low
2024,January,Switch,Bell,206,333,Very High
2023,March,Networking,Optifibre Co,214,108,Low
2023,September,Router,HP,491,414,Medium
2023,February,Splitter,Netgear,174,289,Very High
2023,May,Router,Bell,375,478,Very High
2024,July,Modem,Cardcom,161,142,Medium
2024,March,Splitter,Bell,407,322,Medium
2023,November,Multiplexer,Broadcam,448,285,Low
2024,February,Multiplexer,HP,223,369,Very High
2024,October,Networking,Cardcom,167,255,Very High
2023,May,Multiplexer,Synergy,163,151,Medium
2024,March,Router,Cardcom,382,295,Medium
2024,May,Card,Broadcam,447,327,Low
2023,July,Networking,Optifibre Co,486,370,Medium
2024,March,Combiner,Cisco,213,377,Very High
2023,February,Networking,HP,245,324,Very High
2024,June,Multiplexer,Bell,242,425,Very High
2023,February,Multiplexer,Synergy,315,378,High
2023,July,Combiner,Fibertech Inc,441,416,Medium
2024,April,Multiplexer,Cisco,497,379,Medium
2024,December,Router,Cardcom,480,242,Low
2023,June,Card,Cardcom,469,497,High
2024,April,Networking,HP,440,328,Low
2023,May,Multiplexer,Synergy,429,254,Low
2023,August,Modem,Broadcam,393,162,Very Low
2024,November,Splitter,Optifibre Co,408,381,Medium
2023,July,Combiner,Cardcom,296,465,Very High
2024,March,Card,HP,494,295,Low
2023,December,Optical,Synergy,438,201,Very Low
2024,September,Switch,Cardcom,404,280,Low
2024,February,Splitter,Cisco,252,460,Very High
2023,April,Card,Netgear,100,292,Very High
2024,December,Multiplexer,Netgear,257,431,Very High
2023,March,Router,Bell,150,418,Very High
2023,November,Multiplexer,Netgear,306,455,Very High
2024,January,Optical,Fibertech Inc,480,222,Very Low
2024,February,Optical,Optifibre Co,349,169,Very Low
2024,December,Splitter,Optifibre Co,226,224,Medium
2024,December,Switch,Cardcom,360,354,Medium
2023,March,Multiplexer,Cardcom,484,143,Very Low
2023,September,Combiner,Fibertech Inc,259,292,High
2023,January,Combiner,Cisco,397,481,High
2023,April,Card,Synergy,239,283,High
2023,January,Combiner,Bell,247,383,Very High
2023,November,Combiner,Broadcam,394,353,Medium
2024,April,Card,Cisco,265,496,Very High
2024,October,Optical,Broadcam,446,107,Very Low
2023,February,Multiplexer,Optifibre Co,164,179,High
2023,September,Switch,Broadcam,191,133,Low
2024,March,Switch,Fibertech Inc,100,201,Very High
2024,April,Switch,Optifibre Co,311,306,Medium
2023,April,Combiner,Cardcom,393,193,Very Low
2023,June,Switch,Netgear,245,381,Very High
2023,December,Card,Cardcom,352,422,High
2024,June,Combiner,Cisco,143,361,Very High
2024,August,Splitter,Synergy,235,495,Very High
2023,June,Multiplexer,Cardcom,472,206,Very Low
2023,October,Switch,Synergy,356,202,Low
2023,September,Splitter,HP,476,275,Low
2024,May,Multiplexer,Bell,227,256,High
2024,October,Networking,Synergy,323,131,Very Low
2024,August,Splitter,Broadcam,272,479,Very High
2024,March,Networking,Synergy,122,481,Very High
2023,March,Optical,Cisco,443,197,Very Low
2024,May,Optical,HP,490,496,High
2023,April,Combiner,Cardcom,152,193,Very High
2023,December,Router,Cardcom,244,106,Very Low
2024,September,Card,Optifibre Co,284,416,Very High
2023,December,Networking,Cisco,487,233,Very Low
2024,November,Card,Cisco,343,440,Very High
2024,October,Switch,Synergy,476,102,Very Low
2023,October,Combiner,Synergy,222,271,High
2023,November,Splitter,HP,477,456,Medium
2024,March,Modem,Fibertech Inc,401,154,Very Low
2024,May,Splitter,Cardcom,136,121,Medium
2023,June,Modem,Synergy,421,459,High
2024,September,Splitter,Cisco,276,373,Very High
2024,February,Switch,Cardcom,450,371,Medium
2024,January,Modem,Netgear,337,279,Medium
2023,September,Multiplexer,Fibertech Inc,148,480,Very High
2023,November,Card,Bell,413,369,Medium
2023,October,Modem,HP,451,170,Very Low
2023,May,Switch,Cisco,443,334,Medium
2023,March,Multiplexer,Optifibre Co,248,267,High
2023,August,Switch,Bell,387,348,Medium
2023,September,Multiplexer,Cardcom,180,116,Low
2024,October,Multiplexer,Optifibre Co,173,359,Very High
2023,August,Modem,Synergy,424,152,Very Low
2024,November,Modem,Fibertech Inc,433,468,High
2024,March,Networking,Optifibre Co,271,159,Low
2024,August,Modem,Cardcom,409,369,Medium
2024,February,Combiner,Fibertech Inc,497,241,Very Low
2024,December,Optical,Fibertech Inc,480,373,Medium
2023,June,Optical,HP,245,276,High
2023,December,Combiner,HP,473,305,Low
2024,July,Combiner,Broadcam,411,302,Low
2024,December,Multiplexer,Cardcom,182,120,Low
2024,April,Networking,Netgear,368,466,Very High
2024,August,Router,Bell,200,470,Very High
2024,February,Networking,Optifibre Co,226,105,Very Low
2023,May,Combiner,Netgear,211,210,Medium
2023,September,Multiplexer,Netgear,271,240,Medium
2024,October,Optical,Bell,441,342,Medium
2023,August,Modem,Synergy,301,156,Low
2023,February,Optical,Broadcam,323,303,Medium
2024,January,Combiner,Bell,194,154,Medium
2024,February,Combiner,Synergy,301,294,Medium
2023,July,Splitter,Optifibre Co,351,466,Very High
2023,July,Optical,Fibertech Inc,307,273,Medium
2024,September,Multiplexer,Cardcom,113,122,High
2023,March,Switch,Cardcom,139,331,Very High
2024,June,Optical,Netgear,273,450,Very High
2024,October,Splitter,HP,105,336,Very High
2024,September,Router,Cardcom,391,184,Very Low
2024,November,Modem,Optifibre Co,480,134,Very Low
2023,May,Networking,Bell,152,438,Very High
2023,April,Modem,Fibertech Inc,262,488,Very High
2024,September,Card,Fibertech Inc,163,188,High
2024,December,Multiplexer,Optifibre Co,397,253,Low
2023,April,Modem,Netgear,468,440,Medium
2023,January,Card,Synergy,448,379,Medium
2023,November,Switch,Bell,320,310,Medium
2023,August,Card,HP,188,484,Very High
2023,July,Combiner,Broadcam,457,250,Low
2024,May,Switch,Bell,276,169,Low
2024,November,Combiner,Broadcam,201,335,Very High
2024,March,Combiner,Broadcam,399,202,Low
2024,March,Splitter,Cardcom,212,446,Very High
2024,April,Modem,HP,252,436,Very High
2023,November,Optical,Bell,446,146,Very Low
2024,April,Multiplexer,Broadcam,164,460,Very High
2023,May,Multiplexer,Synergy,469,355,Medium
2023,February,Router,HP,130,392,Very High
2023,March,Switch,HP,497,433,Medium
2023,February,Switch,Optifibre Co,468,441,Medium
2023,July,Networking,Synergy,487,248,Low
2024,March,Modem,Netgear,500,253,Low
2023,February,Router,Optifibre Co,223,308,Very High
2023,March,Card,Cardcom,297,178,Low
2024,March,Optical,Optifibre Co,414,126,Very Low
2023,October,Switch,Netgear,261,471,Very High
2024,November,Router,Broadcam,258,183,Low
2023,September,Multiplexer,Netgear,168,138,Medium
2023,November,Router,Fibertech Inc,270,398,Very High
2024,March,Card,Optifibre Co,480,373,Medium
2023,July,Multiplexer,Broadcam,472,244,Low
2024,April,Card,Fibertech Inc,479,314,Low
2023,March,Switch,HP,138,233,Very High
2023,June,Modem,Cardcom,450,349,Medium
2024,January,Splitter,Netgear,327,320,Medium
2023,April,Switch,Fibertech Inc,176,482,Very High
2024,February,Modem,Netgear,343,399,High
2023,May,Router,HP,460,251,Low
2023,April,Optical,HP,342,473,Very High
2024,August,Card,Cardcom,248,223,Medium
2023,September,Switch,Cisco,314,424,Very High
2023,March,Router,Broadcam,330,138,Very Low
2023,August,Splitter,Cardcom,489,396,Medium
2023,December,Networking,Fibertech Inc,412,340,Medium
2024,December,Optical,Fibertech Inc,255,221,Medium
2024,November,Combiner,Cardcom,292,274,Medium
2023,December,Switch,Optifibre Co,466,108,Very Low
2024,May,Switch,Cardcom,278,194,Low
